date,review,exact_date,translated_review
6 years ago,If you have to experience ecological you must visit once. Started from breakfast its was awesome never eaten this type of breakfast and green tea was awesome then we gone for prayer of Lord Krishna temple was well made after we  gone for …,2018-05-20,If you have to experience ecological you must visit once. Started from breakfast its was awesome never eaten this type of breakfast and green tea was awesome then we gone for prayer of Lord Krishna temple was well made after we  gone for …
a year ago,Would recommend this to everyone who wants an escape from their toxic lifestyle. I enjoyed the vibe of their fresh air and basic food with no internet or network reception. Friendly and cooperative staff. …,2023-05-19,Would recommend this to everyone who wants an escape from their toxic lifestyle. I enjoyed the vibe of their fresh air and basic food with no internet or network reception. Friendly and cooperative staff. …
a year ago,"The temple, the Murtis and the entire campus is incredible! The whole area is so big you need few hours to explore the entire campus. If you are traveling on Mumbai-Ahmedabad highway, take a detour and visit the GOVARDHAN ECO VILLAGE. It's …",2023-05-19,"The temple, the Murtis and the entire campus is incredible! The whole area is so big you need few hours to explore the entire campus. If you are traveling on Mumbai-Ahmedabad highway, take a detour and visit the GOVARDHAN ECO VILLAGE. It's …"
2 years ago,Beautiful and calming place .... people are helping nature to guide you.. guide was also very good ...narrated the stories of shree Krishna n it's importance.. loved the place nd it's ambiance...be ready to walk to see the place . …,2022-05-19,Beautiful and calming place .... people are helping nature to guide you.. guide was also very good ...narrated the stories of shree Krishna n it's importance.. loved the place nd it's ambiance...be ready to walk to see the place . …
4 months ago,"We have been here beginning of 2023 and did our 200h Yoga Teacher Training. It’s such a peaceful place with so many beautiful souls. The energy of this place is positive and they do such an amazing work there. I can only highly recommend going there to experience their eco projects, sound healing, kirtan,…",2024-01-19,"We have been here beginning of 2023 and did our 200h Yoga Teacher Training. It’s such a peaceful place with so many beautiful souls. The energy of this place is positive and they do such an amazing work there. I can only highly recommend going there to experience their eco projects, sound healing, kirtan,…"
a year ago,"It is a very beautiful spiritual place, the mind gets a different joy when you go there, the greenery there soothes the mind. I am really liked this place very much. …",2023-05-19,"It is a very beautiful spiritual place, the mind gets a different joy when you go there, the greenery there soothes the mind. I am really liked this place very much. …"
a month ago,"Fastfood counters (near main gate) is not hygienic. Place is too good but beware before having ""VadaPav"" and ""Sabudana vada"" from this counter.  I doubt on their oil quality as I got acidity and stomach ache post consumption.",2024-04-18,"Fastfood counters (near main gate) is not hygienic. Place is too good but beware before having ""VadaPav"" and ""Sabudana vada"" from this counter.  I doubt on their oil quality as I got acidity and stomach ache post consumption."
5 years ago,"If you want a break from the stressful life and want to experience the beauty of nature and calmness of spirituality, this is the place to be.GEV gas rooms ranging from economy rates to the most luxurious cottages. It has …",2019-05-20,"If you want a break from the stressful life and want to experience the beauty of nature and calmness of spirituality, this is the place to be.GEV gas rooms ranging from economy rates to the most luxurious cottages. It has …"
a year ago,"Very calm place. Ours was short visit, wish we should  have spend atlest two days. …",2023-05-19,"Very calm place. Ours was short visit, wish we should  have spend atlest two days. …"
2 months ago,"It is not a tourist spot. This is a place of meditation and true sanatan living. Weekends to be avoided as it gets very crowded but week days are good. It is part of ISKON management. If you love spiritualism and divinity, a must place to …",2024-03-19,"It is not a tourist spot. This is a place of meditation and true sanatan living. Weekends to be avoided as it gets very crowded but week days are good. It is part of ISKON management. If you love spiritualism and divinity, a must place to …"
a year ago,Best place to visit with Family.. Awesome vegetarian food and hygiene kichen...this place has everything you need for spiritual trip. Plus they have golf cart to roam around... motivational lecture... swimming pool (Seperate timing for men …,2023-05-19,Best place to visit with Family.. Awesome vegetarian food and hygiene kichen...this place has everything you need for spiritual trip. Plus they have golf cart to roam around... motivational lecture... swimming pool (Seperate timing for men …
11 months ago,"Mini Vrindavan is the best thing this place has to offer.Well maintained.Covers many aspects of Shri Krishna's life, especially about his life in Gokul …",2023-06-23,"Mini Vrindavan is the best thing this place has to offer.Well maintained.Covers many aspects of Shri Krishna's life, especially about his life in Gokul …"
2 months ago,"A Must See, Must Visit Place of Lord ShreeKrishna🙏🌸 in Palghar District.Gowardhan Eco Village is also known as Mini Vrindavan.As soon as You enter You will feel connected to Nature's Beauty and the Place is …",2024-03-19,"A Must See, Must Visit Place of Lord ShreeKrishna🙏🌸 in Palghar District.Gowardhan Eco Village is also known as Mini Vrindavan.As soon as You enter You will feel connected to Nature's Beauty and the Place is …"
